App,TestFileName,ProductionFileName,LOC,numberMethods,Assertion Roulette,Eager Test,Mystery Guest,Sleepy Test,Unknown Test,Redundant Assertion,Dependent Test,Magic Number Test,Conditional Test Logic,EmptyTest,General Fixture,IgnoredTest,Sensitive Equality,Verbose Test,Default Test,Resource Optimism,Duplicate Assert,Exception Catching Throwing,Constructor Initialization,Print Statement,Lazy Test
mybatis-3,LruCacheTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/cache/decorators/LruCache.java,61,3,9,3,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,3
mybatis-3,CacheKeyTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/cache/CacheKey.java,133,11,22,7,0,2,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,4
mybatis-3,BlobInputStreamTypeHandlerTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/type/BlobInputStreamTypeHandler.java,176,14,7,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0
mybatis-3,OffsetTimeTypeHandlerTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/type/OffsetTimeTypeHandler.java,85,9,6,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
mybatis-3,ShortTypeHandlerTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/type/ShortTypeHandler.java,84,8,9,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
mybatis-3,LocalTimeTypeHandlerTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/type/LocalTimeTypeHandler.java,84,9,6,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
mybatis-3,BlobTypeHandlerTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/type/BlobTypeHandler.java,92,9,6,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
mybatis-3,EnumTypeHandlerTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/type/EnumTypeHandler.java,96,10,6,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
mybatis-3,InstantTypeHandlerTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/type/InstantTypeHandler.java,86,10,6,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
mybatis-3,NStringTypeHandlerTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/type/NStringTypeHandler.java,75,8,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
